,synset_offset,lex_filenum,ss_type,w_cnt,word with lex_id,p_cnt,ptr,f_cnt,frame,gloss
87,00019982,29,v,01,"[['ulcerate', '0']]",003,"[['@', '00019448', 'v', '0000'], ['+', '03142636', 'a', '0101'], ['+', '14211609', 'n', '0101']]",1,"[['11', '00']]","with an ulcer; ""Her stomach was ulcerated"""
88,00020133,29,v,01,"[['wake', '0']]",003,"[['+', '05678300', 'n', '0101'], ['!', '00014742', 'v', '0101'], ['~', '00020259', 'v', '0000']]",1,"[['02', '00']]","awake, be alert, be there"
89,00020259,29,v,02,"[['stay_up', '0'], ['sit_up', '0']]",001,"[['@', '00020133', 'v', '0000']]",1,"[['02', '00']]","go to bed; ""Don't stay up so late--you have to go to work tomorrow""; ""We sat up all night to watch the election"""
90,00020449,29,v,01,"[['keep_up', '0']]",001,"[['>', '00020259', 'v', '0000']]",2,"[['09', '00'], ['10', '00']]","from going to bed at night; ""The anticipation of the trip kept the children up all night""; ""I kept myself up all night studying for the exam"""
91,00020671,29,v,04,"[['hypnotize', '0'], ['hypnotise', '0'], ['mesmerize', '0'], ['mesmerise', '0']]",008,"[['@', '00022316', 'v', '0000'], ['+', '11176932', 'n', '0401'], ['+', '11176932', 'n', '0301'], ['+', '10195261', 'n', '0203'], ['+', '14026592', 'n', '0201'], ['+', '10195261', 'n', '0102'], ['+', '14026592', 'n', '0101'], ['~', '00020926', 'v', '0000']]",2,"[['09', '00'], ['10', '00']]",hypnosis in
92,00020926,29,v,02,"[['entrance', '0'], ['spellbind', '0']]",003,"[['@', '00020671', 'v', '0000'], ['+', '10634990', 'n', '0201'], ['+', '07491286', 'n', '0101']]",2,"[['09', '00'], ['10', '00']]",into a trance
93,00021065,29,v,06,"[['anesthetize', '0'], ['anaesthetize', '0'], ['anesthetise', '0'], ['anaesthetise', '0'], ['put_under', '0'], ['put_out', '0']]",012,"[['@', '00084738', 'v', '0000'], ['+', '02710766', 'n', '0402'], ['+', '02710766', 'n', '0301'], ['+', '03041491', 'a', '0201'], ['+', '02710766', 'n', '0202'], ['+', '02710766', 'n', '0101'], ['!', '00022099', 'v', '0101'], ['~', '00021554', 'v', '0000'], ['~', '00021679', 'v', '0000'], ['~', '00021826', 'v', '0000'], ['~', '00021997', 'v', '0000'], ['~', '02198423', 'v', '0000']]",3,"[['08', '00'], ['09', '00'], ['10', '00']]","an anesthetic drug to; ""The patient must be anesthetized before the operation""; ""anesthetize the gum before extracting the teeth"""
94,00021554,29,v,02,"[['etherize', '0'], ['etherise', '0']]",002,"[['@', '00021065', 'v', '0000'], ['+', '03299929', 'n', '0101']]",2,"[['09', '00'], ['10', '00']]",with ether
95,00021679,29,v,02,"[['cocainize', '0'], ['cocainise', '0']]",003,"[['@', '00021065', 'v', '0000'], ['+', '03060294', 'n', '0202'], ['+', '03060294', 'n', '0102']]",2,"[['09', '00'], ['10', '00']]",with cocaine
96,00021826,29,v,01,"[['chloroform', '0']]",002,"[['@', '00021065', 'v', '0000'], ['+', '03022406', 'n', '0101']]",1,"[['09', '00']]","with chloroform; ""Doctors used to put people under by chloroforming them"""
97,00021997,29,v,01,"[['freeze', '1']]",002,"[['@', '00021065', 'v', '0000'], [';c', '00671351', 'n', '0000']]",1,"[['09', '00']]",by cold
98,00022099,29,v,04,"[['bring_to', '0'], ['bring_back', '0'], ['bring_round', '0'], ['bring_around', '0']]",003,"[['@', '00018813', 'v', '0000'], ['!', '00021065', 'v', '0101'], ['~', '00098083', 'v', '0000']]",2,"[['09', '00'], ['10', '00']]","to consciousness; ""These pictures bring back sad memories"""
99,00022316,29,v,05,"[['sedate', '0'], ['calm', '0'], ['tranquilize', '0'], ['tranquillize', '0'], ['tranquillise', '0']]",009,"[['@', '00019448', 'v', '0000'], ['+', '04470232', 'n', '0503'], ['+', '04470232', 'n', '0402'], ['+', '04470232', 'n', '0301'], ['+', '04903813', 'n', '0202'], ['+', '02308472', 'a', '0103'], ['+', '00695300', 'n', '0101'], ['!', '00022686', 'v', '0101'], ['~', '00020671', 'v', '0000']]",1,"[['09', '00']]","to be calm or quiet as by administering a sedative to; ""The patient must be sedated before the operation"""
100,00022686,29,v,06,"[['stimulate', '0'], ['arouse', '0'], ['brace', '0'], ['energize', '0'], ['energise', '0'], ['perk_up', '1']]",018,"[['@', '00019448', 'v', '0000'], ['+', '10056103', 'n', '0502'], ['!', '00023244', 'v', '0502'], ['+', '10056103', 'n', '0401'], ['+', '04836683', 'n', '0401'], ['+', '05035961', 'n', '0401'], ['+', '14050143', 'n', '0401'], ['+', '11452218', 'n', '0401'], ['+', '01046984', 'n', '0401'], ['!', '00023244', 'v', '0401'], ['+', '02888133', 'n', '0301'], ['+', '02309341', 'a', '0101'], ['+', '04320126', 'n', '0101'], ['!', '00022316', 'v', '0101'], ['~', '00023380', 'v', '0000'], ['~', '00024279', 'v', '0000'], ['~', '00028362', 'v', '0000'], ['~', '00192836', 'v', '0000']]",5,"[['02', '00'], ['08', '00'], ['09', '00'], ['10', '00'], ['11', '00']]","to be alert and energetic; ""Coffee and tea stimulate me""; ""This herbal infusion doesn't stimulate"""
101,00023244,29,v,02,"[['de-energize', '0'], ['de-energise', '0']]",003,"[['@', '00224901', 'v', '0000'], ['!', '00022686', 'v', '0205'], ['!', '00022686', 'v', '0104']]",1,"[['10', '00']]",of energy
102,00023380,29,v,01,"[['cathect', '0']]",001,"[['@', '00022686', 'v', '0000']]",1,"[['10', '00']]",with libidinal energy
103,00023473,29,v,05,"[['perk_up', '0'], ['perk', '0'], ['percolate', '0'], ['pick_up', '0'], ['gain_vigor', '0']]",002,"[['@', '00092690', 'v', '0000'], ['+', '03930777', 'n', '0401']]",1,"[['02', '00']]","or regain energy; ""I picked up after a nap"""
104,00023646,29,v,04,"[['faint', '0'], ['conk', '0'], ['swoon', '0'], ['pass_out', '0']]",003,"[['@', '00023868', 'v', '0000'], ['+', '07478318', 'n', '0302'], ['+', '07478318', 'n', '0101']]",1,"[['02', '00']]","out from weakness, physical or emotional distress due to a loss of blood supply to the brain"
105,00023868,29,v,03,"[['zonk_out', '1'], ['pass_out', '1'], ['black_out', '0']]",003,"[['@', '00146138', 'v', '0000'], ['+', '05679800', 'n', '0301'], ['~', '00023646', 'v', '0000']]",1,"[['02', '00']]","consciousness due to a sudden trauma, for example"
106,00024047,29,v,03,"[['come_to', '0'], ['revive', '2'], ['resuscitate', '1']]",003,"[['$', '00024279', 'v', '0000'], ['$', '00098083', 'v', '0000'], ['@', '00146138', 'v', '0000']]",1,"[['02', '00']]","to consciousness; ""The patient came to quickly""; ""She revived after the doctor gave her an injection"""
107,00024279,29,v,09,"[['animate', '0'], ['recreate', '2'], ['reanimate', '0'], ['revive', '0'], ['renovate', '0'], ['repair', '3'], ['quicken', '0'], ['vivify', '0'], ['revivify', '0']]",006,"[['@', '00022686', 'v', '0000'], ['+', '01047338', 'n', '0905'], ['+', '01048466', 'n', '0801'], ['+', '09402704', 'n', '0701'], ['+', '00401783', 'n', '0202'], ['$', '00024047', 'v', '0000']]",2,"[['09', '00'], ['10', '00']]","new life or energy to; ""A hot soup will revive me""; ""This will renovate my spirits""; ""This treatment repaired my health"""
108,00024649,29,v,03,"[['refresh', '0'], ['freshen', '0'], ['refreshen', '1']]",004,"[['@', '00126264', 'v', '0000'], ['+', '03395745', 'n', '0201'], ['^', '00024814', 'v', '0204'], ['!', '00075021', 'v', '0101']]",2,"[['09', '00'], ['10', '00']]",fresh again
109,00024814,29,v,04,"[['freshen', '2'], ['refresh', '2'], ['refreshen', '0'], ['freshen_up', '2']]",003,"[['@', '00109660', 'v', '0000'], ['+', '00401783', 'n', '0201'], ['~', '00025034', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","or make oneself fresh again; ""She freshened up after the tennis game"""
110,00025034,29,v,02,"[['wash_up', '0'], ['lave', '2']]",003,"[['@', '00024814', 'v', '0000'], ['+', '00255710', 'n', '0203'], ['+', '00255214', 'n', '0101']]",1,"[['02', '00']]","one's face and hands; ""She freshened up in the bathroom"""
111,00025203,29,v,03,"[['tense', '0'], ['strain', '0'], ['tense_up', '0']]",007,"[['>', '00026153', 'v', '0000'], ['@', '00019448', 'v', '0000'], ['+', '11515325', 'n', '0201'], ['!', '00025654', 'v', '0202'], ['+', '14544335', 'n', '0101'], ['!', '00025654', 'v', '0101'], ['~', '00027268', 'v', '0000']]",2,"[['08', '00'], ['10', '00']]","to be tense and uneasy or nervous or anxious; ""he got a phone call from his lawyer that tensed him up"""
112,00025510,29,v,01,"[['crick', '0']]",002,"[['@', '01222645', 'v', '0000'], ['+', '14361182', 'n', '0101']]",1,"[['08', '00']]","(a body part) into a strained position; ""crick your neck"""
113,00025654,29,v,06,"[['relax', '1'], ['unstrain', '0'], ['unlax', '1'], ['loosen_up', '1'], ['unwind', '1'], ['make_relaxed', '0']]",009,"[['>', '00026385', 'v', '0000'], ['@', '00019448', 'v', '0000'], ['!', '00025203', 'v', '0202'], ['+', '02309004', 'a', '0101'], ['+', '07515974', 'n', '0102'], ['+', '09407043', 'n', '0101'], ['+', '04072811', 'n', '0101'], ['!', '00025203', 'v', '0101'], ['~', '00025985', 'v', '0000']]",3,"[['08', '00'], ['09', '00'], ['10', '00']]","to feel relaxed; ""A hot bath always relaxes me"""
114,00025985,29,v,01,"[['unbend', '0']]",001,"[['@', '00025654', 'v', '0000']]",1,"[['08', '00']]","from mental strain, tension, or formality; ""unbend the mind from absorbing too much information"""
115,00026153,29,v,02,"[['tense', '1'], ['tense_up', '1']]",004,"[['@', '00146138', 'v', '0000'], ['+', '14544335', 'n', '0101'], ['+', '05573306', 'n', '0101'], ['!', '00026385', 'v', '0101']]",3,"[['01', '00'], ['02', '00'], ['23', '00']]","tense, nervous, or uneasy; ""He tensed up when he saw his opponent enter the room"""
116,00026385,29,v,06,"[['relax', '0'], ['loosen_up', '0'], ['unbend', '1'], ['unwind', '0'], ['decompress', '0'], ['slow_down', '0']]",007,"[['@', '00146138', 'v', '0000'], ['+', '02309004', 'a', '0101'], ['+', '13549488', 'n', '0101'], ['+', '01064148', 'n', '0104'], ['!', '00026153', 'v', '0101'], ['~', '00026734', 'v', '0000'], ['~', '00026941', 'v', '0000']]",2,"[['02', '00'], ['23', '00']]","less tense, rest, or take one's ease; ""He relaxed in the hot tub""; ""Let's all relax after a hard day's work"""
117,00026734,29,v,02,"[['vege_out', '0'], ['vegetate', '0']]",003,"[['@', '00026385', 'v', '0000'], ['+', '02833331', 'a', '0201'], ['+', '01065057', 'n', '0201']]",1,"[['02', '00']]","in passive relaxation; ""After a hard day's work, I vegetate in front of the television"""
118,00026941,29,v,02,"[['sit_back', '0'], ['take_it_easy', '0']]",001,"[['@', '00026385', 'v', '0000']]",1,"[['02', '00']]",into a comfortable sitting position
119,00027064,29,v,03,"[['limber_up', '0'], ['warm_up', '0'], ['loosen_up', '3']]",002,"[['@', '00099721', 'v', '0000'], ['+', '01144716', 'n', '0201']]",1,"[['02', '00']]","one's body limber or suppler by stretching, as if to prepare for strenuous physical activity"
120,00027268,29,v,02,"[['stretch', '1'], ['extend', '0']]",007,"[['@', '00025203', 'v', '0000'], ['+', '00369532', 'n', '0201'], ['+', '05294606', 'n', '0202'], ['+', '00628692', 'n', '0101'], ['+', '00628692', 'n', '0102'], ['~', '00027570', 'v', '0000'], ['~', '00028167', 'v', '0000']]",2,"[['08', '00'], ['02', '01']]","one's limbs or muscles, or the entire body; ""Stretch your legs!""; ""Extend your right arm above your head"""
121,00027570,29,v,01,"[['spread-eagle', '0']]",001,"[['@', '00027268', 'v', '0000']]",1,"[['09', '00']]","out completely; ""They spread-eagled him across the floor"""
122,00027705,29,v,06,"[['exsert', '0'], ['stretch_out', '1'], ['put_out', '1'], ['extend', '1'], ['hold_out', '0'], ['stretch_forth', '0']]",005,"[['@', '00992041', 'v', '0000'], ['+', '00944449', 'a', '0402'], ['+', '01434530', 'a', '0401'], ['+', '05294606', 'n', '0402'], ['~', '00028010', 'v', '0000']]",1,"[['08', '00']]","or extend out; ""He held out his hand""; ""point a finger""; ""extend a hand""; ""the bee exserted its sting"""
123,00028010,29,v,01,"[['hyperextend', '0']]",002,"[['@', '00027705', 'v', '0000'], ['+', '00369694', 'n', '0101']]",1,"[['08', '00']]","a joint beyond its normal range; ""Don't hyperextend your elbow"""
124,00028167,29,v,02,"[['crane', '0'], ['stretch_out', '0']]",002,"[['@', '00027268', 'v', '0000'], ['+', '02012849', 'n', '0101']]",1,"[['08', '00']]","(the neck) so as to see better; ""The women craned their necks to see the President drive by"""
125,00028362,29,v,02,"[['invigorate', '0'], ['reinvigorate', '0']]",004,"[['@', '00022686', 'v', '0000'], ['+', '04631700', 'n', '0103'], ['+', '01048466', 'n', '0102'], ['+', '09402704', 'n', '0102']]",1,"[['10', '00']]","vigor, strength, or vitality to; ""Exercise is invigorating"""
126,00028565,29,v,01,"[['smile', '0']]",010,"[['@', '00034288', 'v', '0000'], ['+', '06878071', 'n', '0101'], ['+', '05601357', 'n', '0106'], ['+', '10614363', 'n', '0101'], ['+', '06878071', 'n', '0102'], ['~', '00028876', 'v', '0000'], ['~', '00029025', 'v', '0000'], ['~', '00029214', 'v', '0000'], ['~', '00029336', 'v', '0000'], ['~', '00032539', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","one's facial expression by spreading the lips, often to signal pleasure"
127,00028876,29,v,01,"[['dimple', '0']]",002,"[['@', '00028565', 'v', '0000'], ['+', '05599874', 'n', '0101']]",1,"[['02', '00']]","dimples while smiling; ""The child dimpled up to the adults"""
128,00029025,29,v,01,"[['grin', '0']]",004,"[['@', '00028565', 'v', '0000'], ['+', '10147262', 'n', '0101'], ['+', '06878071', 'n', '0104'], ['+', '06878071', 'n', '0103']]",1,"[['02', '00']]","draw back the lips and reveal the teeth, in a smile, grimace, or snarl"
129,00029214,29,v,01,"[['beam', '0']]",001,"[['@', '00028565', 'v', '0000']]",1,"[['02', '00']]",radiantly; express joy through one's facial expression
130,00029336,29,v,02,"[['smirk', '0'], ['simper', '0']]",005,"[['@', '00028565', 'v', '0000'], ['+', '10599215', 'n', '0201'], ['+', '10614507', 'n', '0101'], ['+', '06878580', 'n', '0101'], ['~', '00029518', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]",affectedly or derisively
131,00029518,29,v,01,"[['fleer', '0']]",002,"[['@', '00029336', 'v', '0000'], ['+', '06716117', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]",smirk contemptuously
132,00029630,29,v,01,"[['bray', '0']]",002,"[['@', '00031820', 'v', '0000'], ['+', '07378059', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]",loudly and harshly
133,00029742,29,v,01,"[['bellylaugh', '0']]",001,"[['@', '00031820', 'v', '0000']]",1,"[['02', '00']]","a deep, hearty laugh"
134,00029836,29,v,02,"[['roar', '0'], ['howl', '0']]",005,"[['@', '00031820', 'v', '0000'], ['+', '07126734', 'n', '0201'], ['+', '06778925', 'n', '0203'], ['+', '07126734', 'n', '0202'], ['+', '07121361', 'n', '0108']]",1,"[['02', '00']]",unrestrainedly and heartily
135,00030010,29,v,02,"[['snicker', '0'], ['snigger', '0']]",003,"[['@', '00031820', 'v', '0000'], ['+', '07128060', 'n', '0203'], ['+', '07128060', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]",quietly
136,00030142,29,v,02,"[['giggle', '0'], ['titter', '0']]",005,"[['@', '00031820', 'v', '0000'], ['+', '10713124', 'n', '0201'], ['+', '07128225', 'n', '0201'], ['+', '10713124', 'n', '0102'], ['+', '07127693', 'n', '0101']]",1,"[['02', '00']]","nervously; ""The girls giggled when the rock star came into the classroom"""
137,00030366,29,v,02,"[['break_up', '0'], ['crack_up', '0']]",001,"[['@', '00031820', 'v', '0000']]",1,"[['02', '00']]",unrestrainedly
138,00030463,29,v,01,"[['break', 'a']]",001,"[['@', '00224901', 'v', '0000']]",1,"[['10', '00']]","or destroy in spirit or body; ""His resistance was broken""; ""a man broken by the terrible experience of near-death"""
139,00030647,29,v,02,"[['break_down', '0'], ['collapse', '0']]",005,"[['@', '00065639', 'v', '0000'], ['+', '14066203', 'n', '0201'], ['+', '14066492', 'n', '0101'], ['~', '00030853', 'v', '0000'], ['~', '00031277', 'v', '0000']]",1,"[['02', '00']]","due to fatigue, an illness, or a sudden attack"
140,00030853,29,v,01,"[['drop_like_flies', '0']]",001,"[['@', '00030647', 'v', '0000']]",2,"[['01', '00'], ['02', '00']]","collapse, die, or drop out in large numbers; ""the contestants dropped like flies when the thermometer hit one hundred degrees"""
141,00031068,29,v,01,"[['cramp', '0']]",001,"[['@', '00065639', 'v', '0000']]",1,"[['02', '00']]",from sudden painful contraction of a muscle
142,00031181,29,v,01,"[['cramp', '1']]",001,"[['@', '00019448', 'v', '0000']]",1,"[['10', '00']]",with or as if with a cramp
143,00031277,29,v,02,"[['fall_over', '0'], ['go_over', '0']]",001,"[['@', '00030647', 'v', '0000']]",1,"[['02', '00']]","forward and down; ""The old woman went over without a sound"""
144,00031418,29,v,01,"[['cackle', '0']]",002,"[['@', '00031820', 'v', '0000'], ['+', '07127451', 'n', '0101']]",1,"[['02', '00']]","a loud, unpleasant kind of laughing"
145,00031540,29,v,02,"[['guffaw', '0'], ['laugh_loudly', '1']]",002,"[['@', '00031820', 'v', '0000'], ['+', '07127790', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]",boisterously
146,00031663,29,v,03,"[['chuckle', '0'], ['chortle', '0'], ['laugh_softly', '0']]",003,"[['@', '00031820', 'v', '0000'], ['+', '07127563', 'n', '0201'], ['+', '07127563', 'n', '0102']]",1,"[['02', '00']]",quietly or with restraint
147,00031820,29,v,03,"[['laugh', '0'], ['express_joy', '0'], ['express_mirth', '0']]",021,"[['@', '01802494', 'v', '0000'], ['+', '01265308', 'a', '0105'], ['+', '06778102', 'n', '0103'], ['+', '06878404', 'n', '0101'], ['+', '07127006', 'n', '0101'], ['+', '10248876', 'n', '0101'], ['!', '00066191', 'v', '0101'], ['^', '00802136', 'v', '0101'], ['^', '00802136', 'v', '0102'], ['^', '00851933', 'v', '0105'], ['~', '00029630', 'v', '0000'], ['~', '00029742', 'v', '0000'], ['~', '00029836', 'v', '0000'], ['~', '00030010', 'v', '0000'], ['~', '00030142', 'v', '0000'], ['~', '00030366', 'v', '0000'], ['~', '00031418', 'v', '0000'], ['~', '00031540', 'v', '0000'], ['~', '00031663', 'v', '0000'], ['~', '00032297', 'v', '0000'], ['~', '00032414', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]",laughter
148,00032297,29,v,01,"[['convulse', '0']]",002,"[['@', '00031820', 'v', '0000'], ['+', '02511340', 'a', '0101']]",2,"[['02', '00'], ['22', '00']]",overcome with laughter
149,00032414,29,v,01,"[['cachinnate', '0']]",002,"[['@', '00031820', 'v', '0000'], ['+', '07127350', 'n', '0101']]",1,"[['02', '00']]",loudly and in an unrestrained way
150,00032539,29,v,01,"[['sneer', '0']]",005,"[['@', '00028565', 'v', '0000'], ['+', '06716675', 'n', '0101'], ['+', '06716483', 'n', '0101'], ['+', '10616379', 'n', '0101'], ['$', '00032778', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","contemptuously; ""she sneered at her little sister's efforts to play the song on the piano"""
151,00032778,29,v,01,"[['sneer', '1']]",005,"[['$', '00032539', 'v', '0000'], ['@', '00943837', 'v', '0000'], ['+', '06716675', 'n', '0101'], ['+', '06716483', 'n', '0101'], ['+', '10616379', 'n', '0101']]",2,"[['02', '00'], ['22', '00']]","through a scornful smile; ""she sneered her contempt"""
152,00032981,29,v,04,"[['frown', '0'], ['glower', '0'], ['lour', '0'], ['lower', '0']]",004,"[['@', '00034288', 'v', '0000'], ['+', '00878797', 'n', '0202'], ['+', '06877849', 'n', '0101'], ['~', '00033852', 'v', '0000']]",2,"[['02', '00'], ['22', '00']]","angry or sullen, wrinkle one's forehead, as if to signal disapproval"
